Energy (keV);Stopping Power (MeV·cm²/g);Dose (kGy)
2423.5;58.42649158147964;122.69563232110724
2423.0;58.433806626435164;122.71099391551385
2422.5;58.4411238815009;122.7263601511519
2422.0;58.44844334777878;122.74173103033543
2421.5;58.45576502637158;122.75710655538032
2421.0;58.46308891838281;122.77248672860391
2420.5;58.470415024916846;122.78787155232538
2420.0;58.47774334707878;122.80326102886544
2419.5;58.48507388597453;122.81865516054653
2419.0;58.49240664271082;122.83405394969272
2418.5;58.49974161839511;122.84945739862975
2418.0;58.50707881413571;122.864865509685
2417.5;58.51441823104171;122.8802782851876
2417.0;58.52175987022297;122.89569572746825
2416.5;58.52910373279017;122.91111783885937
2416.0;58.536449819854795;122.92654462169509
2415.5;58.5437981325291;122.94197607831111
2415.0;58.55114867192614;122.95741221104491
2414.5;58.55850143915979;122.97285302223558
2414.0;58.5658564353447;122.98829851422387
2413.5;58.573213661596355;123.00374868935235
2413.0;58.58057311903098;123.01920354996507
2412.5;58.58793480876568;123.03466309840793
2412.0;58.595298731918284;123.0501273370284
2411.5;58.60266488960749;123.06559626817574
2411.0;58.61003328295275;123.08106989420077
2410.5;58.61740391307435;123.09654821745613
2410.0;58.62477678109339;123.11203124029612
2409.5;58.632151888131716;123.12751896507662
2409.0;58.63952923531206;123.14301139415532
2408.5;58.64690882375791;123.15850852989162
2408.0;58.654290654593574;123.17401037464651
2407.5;58.661674728944185;123.18951693078279
2407.0;58.66906104793568;123.20502820066493
2406.5;58.67644961269475;123.220544186659
2406.0;58.68384042434902;123.23606489113295
2405.5;58.6912334840268;123.25159031645629
2405.0;58.698628792857285;123.2671204650003
2404.5;58.70602635197049;123.28265533913805
2404.0;58.713426162497164;123.29819494124405
2403.5;58.72082822556899;123.31373927369486
2403.0;58.72823254231835;123.32928833886855
2402.5;58.73563911387854;123.34484213914494
2402.0;58.74304794138362;123.36040067690561
2401.5;58.750459025968475;123.37596395453382
2401.0;58.757872368768815;123.39153197441452
2400.5;58.76528797092118;123.40710473893448
2400.0;58.77270583356289;123.42268225048207
2399.5;58.78012595783215;123.43826451144751
2399.0;58.78754834486795;123.4538515242227
2398.5;58.794972995810085;123.46944329120119
2398.0;58.80239991179921;123.48503981477836
2397.5;58.8098290939768;123.50064109735129
2397.0;58.817260543485155;123.51624714131883
2396.5;58.82469426146734;123.53185794908143
2396.0;58.832130249067355;123.54747352304145
2395.5;58.839568507429966;123.56309386560295
2395.0;58.84700903770073;123.57871897917154
2394.5;58.85445184102612;123.59434886615486
2394.0;58.8618969185534;123.60998352896215
2393.5;58.869344271430656;123.62562297000439
2393.0;58.87679390080679;123.64126719169427
2392.5;58.88424580783157;123.6569161964463
2392.0;58.89169999365561;123.67256998667678
2391.5;58.89915645943031;123.68822856480365
2391.0;58.90661520630792;123.70389193324664
2390.5;58.91407623544155;123.71956009442727
2390.0;58.921539547985155;123.73523305076883
2389.5;58.92900514509347;123.75091080469629
2389.0;58.93647302792212;123.76659335863646
2388.5;58.94394319762755;123.78228071501786
2388.0;58.951415655367036;123.79797287627076
2387.5;58.95889040229872;123.8136698448273
2387.0;58.96636743958155;123.82937162312128
2386.5;58.97384676837538;123.84507821358831
2386.0;58.981328389840826;123.86078961866575
2385.5;58.988812305139405;123.87650584079276
2385.0;58.99629851543346;123.89222688241027
2384.5;59.00378702188616;123.90795274596096
2384.0;59.011277825661566;123.9236834338893
2383.5;59.018770927924564;123.93941894864159
2383.0;59.026266329840844;123.95515929266577
2382.5;59.03376403257702;123.97090446841175
2382.0;59.041264037300515;123.98665447833108
2381.5;59.04876634517962;124.0024093248772
2381.0;59.05627095738345;124.01816901050525
2380.5;59.06377787508198;124.03393353767217
2380.0;59.071287099446074;124.04970290883676
2379.5;59.078798631647395;124.06547712645954
2379.0;59.08631247285851;124.08125619300287
2378.5;59.09382862425281;124.0970401109309
2378.0;59.10134708700454;124.11282888270954
2377.5;59.10886786228883;124.12862251080655
2377.0;59.116390951281645;124.14442099769145
2376.5;59.1239163551598;124.1602243458356
2376.0;59.13144407510103;124.17603255771215
2375.5;59.13897411228383;124.19184563579606
2375.0;59.146506467887654;124.20766358256407
2374.5;59.15404114309275;124.22348640049478
2374.0;59.16157813908026;124.23931409206857
2373.5;59.169117457032186;124.2551466597676
2373.0;59.17665909813141;124.27098410607597
2372.5;59.184203063561625;124.28682643347942
2372.0;59.19174935450747;124.30267364446568
2371.5;59.1992979721544;124.31852574152424
2371.0;59.206848917688696;124.33438272714626
2370.5;59.21440219229761;124.35024460382499
2370.0;59.2219577971692;124.36611137405534
2369.5;59.22951573349241;124.38198304033408
2369.0;59.23707600245706;124.39785960515982
2368.5;59.2446386052538;124.41374107103299
2368.0;59.25220354307421;124.42962744045585
2367.5;59.25977081711072;124.44551871593252
2367.0;59.26734042855664;124.46141489996894
2366.5;59.274912378606146;124.47731599507291
2366.0;59.28248666845431;124.49322200375406
2365.5;59.29006329929703;124.50913292852377
2365.0;59.29764227233117;124.52504877189547
2364.5;59.30522358875438;124.54096953638421
2364.0;59.31280724976525;124.55689522450703
2363.5;59.32039325656323;124.57282583878278
2363.0;59.32798161034865;124.58876138173217
2362.5;59.33557231232274;124.60470185587775
2362.0;59.343165363687575;124.62064726374392
2361.5;59.35076076564618;124.63659760785698
2361.0;59.358358519402394;124.65255289074501
2360.5;59.36595862616097;124.66851311493804
2360.0;59.373561087127555;124.68447828296787
2359.5;59.3811659035087;124.70044839736828
2359.0;59.38877307651176;124.7164234606747
2358.5;59.39638260734513;124.73240347542479
2358.0;59.40399449721795;124.7483884441577
2357.5;59.41160874734033;124.7643783694147
2357.0;59.41922535892323;124.78037325373879
2356.5;59.42684433317854;124.79637309967495
2356.0;59.43446567131904;124.81237790976999
2355.5;59.44208937455837;124.8283876865726
2355.0;59.449715444111085;124.84440243263329
2354.5;59.45734388119266;124.86042215050458
2354.0;59.46497468701941;124.87644684274076
2353.5;59.472607862808616;124.8924765118981
2353.0;59.480243409778396;124.90851116053464
2352.5;59.48788132914785;124.92455079121048
2352.0;59.49552162213687;124.94059540648742
2351.5;59.50316428996633;124.95664500892929
2351.0;59.51080933385799;124.9726996011018
2350.5;59.51845675503449;124.98875918557245
2350.0;59.5261065547194;125.00482376491075
2349.5;59.533758734137166;125.02089334168807
2349.0;59.54141329451319;125.0369679184777
2348.5;59.54907023707373;125.05304749785483
2348.0;59.556729563045955;125.06913208239651
2347.5;59.56439127365802;125.08522167468185
2347.0;59.572055370138855;125.1013162772916
2346.5;59.579721853718425;125.1174158928087
2346.0;59.58739072562754;125.13352052381785
2345.5;59.595061987097935;125.14963017290567
2345.0;59.60273563936226;125.16574484266076
2344.5;59.61041168365409;125.1818645356736
2344.0;59.61809012120789;125.19798925453657
2343.5;59.62577095325909;125.2141190018441
2343.0;59.63345418104398;125.23025378019236
2342.5;59.64113980579975;125.24639359217947
2342.0;59.648827828764624;125.2625384404057
2341.5;59.65651825117765;125.27868832747308
2341.0;59.66421107427875;125.29484325598538
2340.5;59.67190629930892;125.31100322854876
2340.0;59.67960392750997;125.32716824777096
2339.5;59.687303960124645;125.34333831626175
2339.0;59.69500639839662;125.35951343663291
2338.5;59.702711243570505;125.37569361149806
2338.0;59.71041849689184;125.39187884347288
2337.5;59.718128159607076;125.40806913517487
2337.0;59.725840232963584;125.42426448922355
2336.5;59.73355471820971;125.44046490824039
2336.0;59.74127161659466;125.4566703948488
2335.5;59.74899092936864;125.47288095167414
2335.0;59.756712657782714;125.4890965813437
2334.5;59.76443680308898;125.50531728648686
2334.0;59.77216336654035;125.52154306973473
2333.5;59.77989234939077;125.53777393372063
2333.0;59.78762375289506;125.55400988107964
2332.5;59.79535757830896;125.57025091444883
2332.0;59.80309382688927;125.58649703646746
2331.5;59.81083249989358;125.60274824977651
2331.0;59.81857359858048;125.61900455701901
2330.5;59.82631712420951;125.63526596083999
2330.0;59.834063078041154;125.65153246388643
2329.5;59.84181146133679;125.66780406880727
2329.0;59.84956227535878;125.68408077825345
2328.5;59.857315521370445;125.70036259487793
2328.0;59.865071200635995;125.7166495213356
2327.5;59.87282931442065;125.73294156028336
2327.0;59.88058986399052;125.7492387143801
2326.5;59.88835285061268;125.76554098628662
2326.0;59.89611827555517;125.78184837866586
2325.5;59.90388614008696;125.79816089418262
2325.0;59.91165644547797;125.81447853550375
2324.5;59.91942919299911;125.83080130529814
2324.0;59.927204383922174;125.84712920623657
2323.5;59.93498201951996;125.86346224099191
2323.0;59.94276210106619;125.87980041223899
2322.5;59.95054462983558;125.89614372265473
2322.0;59.958329607103764;125.9124921749179
2321.5;59.966117034147345;125.92884577170945
2321.0;59.97390691224388;125.94520451571216
2320.5;59.98169924267188;125.96156840961095
2320.0;59.98949402671084;125.97793745609277
2319.5;59.99729126564121;125.99431165784654
2319.0;60.00509096074436;126.01069101756316
2318.5;60.01289311330267;126.0270755379356
2318.0;60.02069772459945;126.04346522165885
2317.5;60.02850479591903;126.05986007142997
2317.0;60.036314328546624;126.07626008994791
2316.5;60.04412632376846;126.09266527991377
2316.0;60.05194078287176;126.1090756440307
2315.5;60.05975770714463;126.12549118500372
2315.0;60.06757709787624;126.14191190554011
2314.5;60.07539895635666;126.15833780834897
2314.0;60.08322328387696;126.17476889614163
2313.5;60.09105008172922;126.19120517163137
2313.0;60.098879351206385;126.20764663753341
2312.5;60.10671109360249;126.22409329656523
2312.0;60.114545310212456;126.24054515144617
2311.5;60.12238200233228;126.25700220489779
2311.0;60.13022117125881;126.2734644596435
2310.5;60.13806281828996;126.28993191840893
2310.0;60.14590694472462;126.30640458392172
2309.5;60.153753551862614;126.3228824589115
2309.0;60.161602641004805;126.3393655461101
2308.5;60.169454213452994;126.35585384825129
2308.0;60.17730827050994;126.37234736807088
2307.5;60.18516481347945;126.38884610830685
2307.0;60.1930238436663;126.40535007169925
2306.5;60.200885362376226;126.42185926099008
2306.0;60.20874937091595;126.43837367892351
2305.5;60.216615870593245;126.45489332824582
2305.0;60.22448486271675;126.47141821170518
2304.5;60.232356348596234;126.4879483320521
2304.0;60.24023032954235;126.50448369203893
2303.5;60.24810680686679;126.52102429442026
2303.0;60.255985781882245;126.53757014195271
2302.5;60.263867255902355;126.55412123739495
2302.0;60.271751230241826;126.57067758350784
2301.5;60.27963770621628;126.5872391830542
2301.0;60.287526685142424;126.60380603879909
2300.5;60.295418168337854;126.6203781535095
2300.0;60.30331215712127;126.63695552995466
2299.5;60.3112086528123;126.65353817090583
2299.0;60.319107656731575;126.67012607913631
2298.5;60.327009170200824;126.68671925742173
2298.0;60.33491319454264;126.70331770853954
2297.5;60.342819731080695;126.71992143526947
2297.0;60.35072878113969;126.73653044039337
2296.5;60.358640346045256;126.75314472669504
2296.0;60.36655442712411;126.76976429696064
2295.5;60.37447102570391;126.78638915397822
2295.0;60.38239014311335;126.80301930053804
2294.5;60.39031178068216;126.81965473943255
2294.0;60.398235939741035;126.83629547345618
2293.5;60.40616262162171;126.8529415054056
2293.0;60.41409182765691;126.86959283807953
2292.5;60.42202355918044;126.88624947427893
2292.0;60.429957817527004;126.90291141680672
2291.5;60.43789460403242;126.91957866846809
2291.0;60.445833920033486;126.93625123207032
2290.5;60.45377576686804;126.95292911042289
2290.0;60.461720145874885;126.96961230633727
2289.5;60.469667058393895;126.98630082262719
2289.0;60.47761650576598;127.00299466210856
2288.5;60.485568489333;127.0196938275993
2288.0;60.49352301043788;127.03639832191956
2287.5;60.501480070424584;127.05310814789163
2287.0;60.509439670638116;127.06982330834006
2286.5;60.51740181242442;127.08654380609129
2286.0;60.52536649713057;127.1032696439742
2285.5;60.533333726104594;127.12000082481966
2285.0;60.54130350069559;127.13673735146075
2284.5;60.549275822253676;127.15347922673273
2284.0;60.55725069212997;127.17022645347295
2283.5;60.56522811167671;127.18697903452109
2283.0;60.573208082247056;127.20373697271883
2282.5;60.58119060519528;127.2205002709101
2282.0;60.58917568187666;127.23726893194099
2281.5;60.59716331364751;127.2540429586598
2281.0;60.6051535018652;127.27082235391694
2280.5;60.61314624788812;127.28760712056506
2280.0;60.621141553075695;127.30439726145896
2279.5;60.62913941878843;127.32119277945571
2279.0;60.637139846387825;127.33799367741445
2278.5;60.64514283723645;127.35479995819654
2278.0;60.65314839269789;127.37161162466556
2277.5;60.66115651413682;127.38842867968732
2277.0;60.66916720291893;127.40525112612976
2276.5;60.677180460410966;127.42207896686303
2276.0;60.68519628798071;127.4389122047595
2275.5;60.693214686997024;127.45575084269376
2275.0;60.7012356588298;127.47259488354258
2274.5;60.70925920484995;127.4894443301849
2274.0;60.71728532642951;127.50629918550197
2273.5;60.725314024941504;127.52315945237716
2273.0;60.73334530176005;127.54002513369612
2272.5;60.741379158260315;127.55689623234667
2272.0;60.74941559581851;127.57377275121888
2271.5;60.757454615811895;127.590654693205
2271.0;60.76549621961884;127.60754206119958
2270.5;60.77354040861871;127.62443485809928
2270.0;60.78158718419197;127.64133308680314
2269.5;60.78963654772014;127.6582367502123
2269.0;60.7976885005858;127.67514585123017
2268.5;60.80574304417261;127.69206039276249
2268.0;60.81380017986527;127.70898037771707
2267.5;60.82185990904955;127.72590580900406
2267.0;60.829922233112306;127.74283668953585
2266.5;60.83798715344144;127.75977302222704
2266.0;60.84605467142598;127.77671480999457
2265.5;60.85412478845596;127.79366205575752
2265.0;60.86219750592247;127.81061476243718
2264.5;60.87027282521774;127.82757293295727
2264.0;60.87835074773508;127.84453657024366
2263.5;60.886431274868784;127.86150567722444
2263.0;60.89451440801432;127.87848025683006
2262.5;60.90260014856817;127.89546031199316
2262.0;60.91068849792793;127.91244584564865
2261.5;60.91877945749224;127.92943686073373
2261.0;60.9268730286609;127.9464333601879
2260.5;60.93496921283468;127.96343534695283
2260.0;60.94306801141551;127.98044282397258
2259.5;60.95116942580639;127.99745579419343
2259.0;60.959273457411406;128.01447426056396
2258.5;60.967380107635705;128.03149822603498
2258.0;60.97548937788553;128.0485276935596
2257.5;60.9836012695683;128.06556266609343
2257.0;60.99171578409235;128.08260314659393
2256.5;60.99983292286725;128.09964913802125
2256.0;61.00795268730362;128.1167006433376
2255.5;61.01607507881314;128.1337576655076
2255.0;61.02420009880865;128.15082020749816
2254.5;61.03232774870402;128.16788827227845
2254.0;61.04045802991424;128.1849618628199
2253.5;61.04859094385545;128.20204098209646
2253.0;61.05672649194479;128.21912563308405
2252.5;61.064864675600575;128.23621581876122
2252.0;61.07300549624219;128.2533115421086
2251.5;61.08114895529013;128.27041280610928
2251.0;61.089295054165994;128.2875196137486
2250.5;61.09744379429253;128.30463196801432
2250.0;61.10559517709345;128.32174987189626
2249.5;61.11374920399374;128.33887332838685
2249.0;61.12190587641941;128.35600234048079
2248.5;61.130065195797584;128.37313691117492
2248.0;61.13822716355652;128.3902770434687
2247.5;61.146391781125566;128.4074227403637
2247.0;61.15455904993518;128.42457400486387
2246.5;61.162728971416946;128.44173083997558
2246.0;61.17090154700354;128.45889324870743
2245.5;61.17907677812882;128.4760612340705
2245.0;61.18725466622768;128.49323479907812
2244.5;61.195435212736164;128.51041394674596
2244.0;61.20361841909145;128.52759868009204
2243.5;61.21180428673182;128.54478900213684
2243.0;61.2199928170967;128.56198491590308
2242.5;61.228184011626595;128.57918642441584
2242.0;61.23637787176318;128.59639353070267
2241.5;61.24457439894922;128.61360623779336
2241.0;61.25277359462864;128.63082454872014
2240.5;61.26097546024646;128.64804846651757
2240.0;61.269179997248834;128.66527799422255
2239.5;61.277387207083095;128.68251313487448
2239.0;61.285597091197616;128.699753891515
2238.5;61.29380965104199;128.71700026718818
2238.0;61.302024888066896;128.7342522649405
2237.5;61.31024280372418;128.7515098878208
2237.0;61.31846339946675;128.7687731388802
2236.5;61.326686676748764;128.78604202117242
2236.0;61.33491263702541;128.80331653775335
2235.5;61.34314128175308;128.8205966916815
2235.0;61.35137261238932;128.83788248601758
2234.5;61.359606630392754;128.8551739238248
2234.0;61.36784333722319;128.87247100816873
2233.5;61.37608273434157;128.8897737421173
2233.0;61.38432482320997;128.90708212874094
2232.5;61.39256960529166;128.92439617111248
2232.0;61.40081708205101;128.94171587230713
2231.5;61.409067254953555;128.95904123540245
2231.0;61.41732012546598;128.97637226347857
2230.5;61.42557569505609;128.9937089596178
2230.0;61.43383396519291;129.01105132690512
2229.5;61.44209493734657;129.02839936842778
2229.0;61.450358612988346;129.04575308727553
2228.5;61.4586249935907;129.0631124865405
2228.0;61.46689408062728;129.0804775693173
2227.5;61.47516587557281;129.0978483387029
2227.0;61.48344037990319;129.1152247977967
2226.5;61.4917175950956;129.13260694970077
2226.0;61.499997522628206;129.14999479751924
2225.5;61.50828016398045;129.16738834435895
2225.0;61.516565520632895;129.1847875933291
2224.5;61.524853594067345;129.20219254754144
2224.0;61.53314438576663;129.21960321010994
2223.5;61.541437897214884;129.23701958415126
2223.0;61.54973412989733;129.2544416727844
2222.5;61.5580330853004;129.27186947913083
2222.0;61.56633476491169;129.28930300631455
2221.5;61.57463917021993;129.30674225746188
2221.0;61.58294630271511;129.32418723570171
2220.5;61.59125616388829;129.34163794416543
2220.0;61.599568755231815;129.35909438598682
2219.5;61.60788407823912;129.37655656430215
2219.0;61.616202134404844;129.39402448225016
2218.5;61.62452292522485;129.4114981429722
2218.0;61.63284645219613;129.4289775496119
2217.5;61.64117271681688;129.44646270531547
2217.0;61.64950172058647;129.4639536132316
2216.5;61.657833465005496;129.48145027651154
2216.0;61.66616795157567;129.49895269830893
2215.5;61.674505181799944;129.5164608817799
2215.0;61.68284515718243;129.5339748300831
2214.5;61.69118787922849;129.5514945463798
2214.0;61.699533349444586;129.56902003383365
2213.5;61.70788156933845;129.58655129561075
2213.0;61.71623254041897;129.60408833487983
2212.5;61.72458626419623;129.6216311548121
2212.0;61.732942742181535;129.63917975858124
2211.5;61.74130197588735;129.65673414936347
2211.0;61.749663966827384;129.67429433033752
2210.5;61.75802871651653;129.69186030468472
2210.0;61.76639622647084;129.70943207558875
2209.5;61.77476649820764;129.72700964623604
2209.0;61.78313953324541;129.74459301981537
2208.5;61.79151533310386;129.76218219951812
2208.0;61.799893899303896;129.7797771885382
2207.5;61.80827523336763;129.79737799007205
2207.0;61.816659336818404;129.81498460731865
2206.5;61.82504621118072;129.83259704347952
2206.0;61.833435857980376;129.8502153017588
2205.5;61.84182827874429;129.867839385363
2205.0;61.850223475000675;129.88546929750143
2204.5;61.85862144827889;129.9031050413857
2204.0;61.86702220010957;129.9207466202301
2203.5;61.87542573202454;129.93839403725153
2203.0;61.883832045556815;129.95604729566932
2202.5;61.892241142240714;129.9737063987055
2202.0;61.9006530236117;129.9913713495846
2201.5;61.90906769120651;130.0090421515337
2201.0;61.91748514656302;130.02671880778234
2200.5;61.92590539122049;130.04440132156304
2200.0;61.93432842671925;130.06208969611043
2199.5;61.94275425460095;130.079783934662
2199.0;61.95118287640841;130.09748404045766
2198.5;61.95961429368574;130.11519001674006
2198.0;61.968048507978246;130.1329018667543
2197.5;61.976485520832476;130.1506195937482
2197.0;61.98492533379622;130.16834320097206
2196.5;61.993367948418516;130.1860726916789
2196.0;62.0018133662496;130.20380806912416
2195.5;62.01026158884096;130.22154933656603
2195.0;62.01871261774539;130.23929649726531
2194.5;62.027166454516816;130.25704955448532
2194.0;62.03562310071048;130.274808511492
2193.5;62.04408255788285;130.292573371554
2193.0;62.05254482759165;130.31034413794248
2192.5;62.06100991139585;130.3281208139313
2192.0;62.06947781085564;130.34590340279684
2191.5;62.07794852753247;130.3636919078182
2191.0;62.086422062989094;130.3814863322771
2190.5;62.09489841878944;130.39928667945782
2190.0;62.10337759649873;130.41709295264732
2189.5;62.11185959768345;130.43490515513525
2189.0;62.12034442391131;130.45272329021375
2188.5;62.12883207675134;130.4705473611778
2188.0;62.13732255777373;130.48837737132484
2187.5;62.145815868550024;130.50621332395505
2187.0;62.154312010652994;130.5240552223713
2186.5;62.162810985656634;130.54190306987894
2186.0;62.17131279513628;130.5597568697862
2185.5;62.179817440668465;130.57761662540378
2185.0;62.18832492383105;130.5954823400452
2184.5;62.19683524620309;130.6133540170265
2184.0;62.20534840936499;130.6312316596665
2183.5;62.21386441489839;130.6491152712866
2183.0;62.22238326438615;130.66700485521093
2182.5;62.23090495941254;130.68490041476633
2182.0;62.239429501562945;130.7028019532822
2181.5;62.24795689242415;130.7207094740907
2181.0;62.25648713358415;130.7386229805267
2180.5;62.26502022663226;130.75654247592774
2180.0;62.27355617315903;130.77446796363395
2179.5;62.282094974756326;130.7923994469883
2179.0;62.29063663301731;130.81033692933636
2178.5;62.299181149536395;130.82828041402644
2178.0;62.30772852590926;130.84622990440946
2177.5;62.31627876373299;130.8641854038393
2177.0;62.32483186460581;130.8821469156722
2176.5;62.3333878301273;130.90011444326734
2176.0;62.34194666189837;130.9180879899866
2175.5;62.350508361521165;130.93606755919444
2175.0;62.359072930599126;130.95405315425816
2174.5;62.367640370737064;130.97204477854783
2174.0;62.37621068354097;130.99004243543604
2173.5;62.38478387061824;131.0080461282983
2173.0;62.39335993357751;131.02605586051277
2172.5;62.40193887402875;131.0440716354604
2172.0;62.410520693583194;131.0620934565247
2171.5;62.41910539385342;131.0801213270922
2171.0;62.42769297645331;131.09815525055194
2170.5;62.436283442998;131.1161952302958
2170.0;62.44487679510401;131.13424126971842
2169.5;62.45347303438911;131.15229337221712
2169.0;62.462072162472424;131.1703515411921
2168.5;62.470674180974356;131.18841578004614
2168.0;62.479279091516666;131.20648609218503
2167.5;62.48788689572235;131.22456248101693
2167.0;62.496497595215814;131.24264494995322
2166.5;62.50511119162274;131.26073350240776
2166.0;62.513727686570114;131.27882814179725
2165.5;62.522347081686284;131.29692887154118
2165.0;62.53096937860088;131.31503569506185
2164.5;62.53959457894487;131.33314861578424
2164.0;62.54822268435056;131.35126763713617
2163.5;62.5568536964516;131.36939276254836
2163.0;62.565487616882905;131.3875239954541
2162.5;62.574124447280774;131.40566133928962
2162.0;62.58276418928283;131.42380479749394
2161.5;62.591406844527995;131.4419543735088
2161.0;62.600052414656574;131.46011007077882
2160.5;62.60870090131018;131.4782718927514
2160.0;62.617352306131785;131.49643984287675
2159.5;62.62600663076564;131.51461392460783
2159.0;62.6346638768574;131.53279414140056
2158.5;62.64332404605406;131.55098049671355
2158.0;62.65198714000391;131.56917299400823
2157.5;62.660653160356645;131.58737163674894
2157.0;62.669322108763225;131.60557642840277
2156.5;62.67799398687604;131.6237873724397
2156.0;62.686668796348805;131.6420044723325
2155.5;62.695346538836546;131.66022773155674
2155.0;62.70402721599568;131.67845715359093
2154.5;62.71271082948395;131.6966927419163
2154.0;62.72139738096051;131.71493450001708
2153.5;62.7300868720858;131.7331824313802
2153.0;62.738779304521685;131.75143653949553
2152.5;62.74747467993129;131.7696968278557
2152.0;62.756172999979206;131.78796329995635
2151.5;62.76487426633132;131.80623595929578
2151.0;62.77357848065493;131.82451480937536
2150.5;62.782285644618675;131.84279985369923
2150.0;62.79099575989253;131.86109109577433
2149.5;62.79970882814791;131.8793885391106
2149.0;62.80842485105751;131.8976921872208
2148.5;62.81714383029548;131.9160020436205
2148.0;62.82586576753729;131.93431811182833
2147.5;62.83459066445978;131.95264039536556
2147.0;62.84331852274125;131.97096889775662
2146.5;62.85204934406124;131.9893036225286
2146.0;62.860783130100785;132.00764457321165
2145.5;62.86951988254223;132.0259917533387
2145.0;62.87825960306933;132.0443451664456
2144.5;62.887002293367246;132.06270481607123
2144.0;62.89574795512245;132.08107070575716
2143.5;62.9044965900229;132.0994428390481
2143.0;62.913248199757874;132.11782121949153
2142.5;62.92200278601803;132.13620585063788
2142.0;62.93076035049546;132.15459673604047
2141.5;62.93952089488361;132.17299387925559
2141.0;62.94828442087736;132.19139728384246
2140.5;62.95705093017295;132.2098069533632
2140.0;62.965820424468035;132.22822289138287
2139.5;62.974592905461655;132.24664510146948
2139.0;62.98336837485428;132.265073587194
2138.5;62.99214683434774;132.28350835213027
2138.0;63.000928285645294;132.30194939985512
2137.5;63.0097127304516;132.32039673394834
2137.0;63.018500170472706;132.3388503579927
2136.5;63.02729060741607;132.35731027557375
2136.0;63.0360840429906;132.37577649028026
2135.5;63.04488047890658;132.3942490057038
2135.0;63.0536799168757;132.412727825439
2134.5;63.06248235861107;132.43121295308325
2134.0;63.07128780582723;132.44970439223718
2133.5;63.08009626024014;132.4682021465043
2133.0;63.088907723567104;132.48670621949094
2132.5;63.09772219752699;132.5052166148067
2132.0;63.10653968383995;132.52373333606388
2131.5;63.1153601842276;132.54225638687797
2131.0;63.12418370041302;132.56078577086734
2130.5;63.1330102341207;132.57932149165347
2130.0;63.14183978707652;132.59786355286067
2129.5;63.15067236100782;132.61641195811643
2129.0;63.15950795764337;132.6349667110511
2128.5;63.16834657871336;132.65352781529805
2128.0;63.17718822594943;132.67209527449378
2127.5;63.18603290108466;132.6906690922778
2127.0;63.194880605853534;132.70924927229242
2126.5;63.20373134199199;132.72783581818317
2126.0;63.21258511123744;132.7464287335986
2125.5;63.22144191532869;132.76502802219022
2125.0;63.23030175600598;132.78363368761256
2124.5;63.2391646350111;132.8022457335233
2124.0;63.24803055408716;132.82086416358302
2123.5;63.25689951497875;132.8394889814554
2123.0;63.265771519431944;132.85812019080709
2122.5;63.27464656919429;132.876757795308
2122.0;63.28352466601468;132.89540179863084
2121.5;63.292405811643604;132.9140522044516
2121.0;63.30129000783288;132.93270901644905
2120.5;63.310177256335884;132.95137223830537
2120.0;63.31906755890736;132.9700418737055
2119.5;63.32796091730357;132.9887179263375
2119.0;63.33685733328225;133.00740039989273
2118.5;63.34575680860258;133.02608929806544
2118.0;63.35465934502518;133.04478462455288
2117.5;63.36356494431218;133.06348638305556
2117.0;63.37247360822714;133.082194577277
2116.5;63.38138533853514;133.1009092109238
2116.0;63.390300137002676;133.11963028770563
2115.5;63.39921800539776;133.1383578113353
2115.0;63.408138945489874;133.15709178552876
2114.5;63.41706295904997;133.17583221400494
2114.0;63.42599004785044;133.19457910048592
2113.5;63.434920213665244;133.213332448697
2113.0;63.44385345826973;133.23209226236645
2112.5;63.452789783440814;133.25085854522573
2112.0;63.461729190956845;133.26963130100938
2111.5;63.47067168259767;133.2884105334551
2111.0;63.4796172601446;133.30719624630368
2110.5;63.48856592538052;133.3259884432991
2110.0;63.497517680089686;133.34478712818836
2109.5;63.50647252605797;133.36359230472175
2109.0;63.51543046507267;133.38240397665263
2108.5;63.524391498922554;133.40122214773737
2108.0;63.533355629397974;133.42004682173575
2107.5;63.5423228582907;133.4388780024105
2107.0;63.551293187394066;133.45771569352755
2106.5;63.560266618502865;133.476559898856
2106.0;63.56924315341344;133.4954106221682
2105.5;63.57822279392358;133.51426786723954
2105.0;63.58720554183265;133.53313163784856
2104.5;63.59619139894148;133.5520019377771
2104.0;63.60518036705245;133.57087877081014
2103.5;63.61417244796937;133.5897621407357
2103.0;63.623167643497695;133.6086520513452
2102.5;63.632165955444286;133.627548506433
2102.0;63.64116738561759;133.64645150979695
2101.5;63.65017193582753;133.66536106523782
2101.0;63.65917960788557;133.6842771765597
2100.5;63.668190403604704;133.7031998475699
2100.0;63.677204324799455;133.72212908207885
2099.5;63.68622137328585;133.7410648839003
2099.0;63.69524155088149;133.7600072568511
2098.5;63.70426485940545;133.77895620475144
2098.0;63.71329130067838;133.7979117314246
2097.5;63.72232087652242;133.81687384069707
2097.0;63.73135358876131;133.83584253639876
2096.5;63.74038943922028;133.85481782236258
2096.0;63.749428429726116;133.87379970242483
2095.5;63.758470562107135;133.892788180425
2095.0;63.767515838193226;133.9117832602058
2094.5;63.77656425981575;133.93078494561308
2094.0;63.785615828807714;133.94979324049618
2093.5;63.79467054700361;133.96880814870758
2093.0;63.80372841623949;133.98782967410293
2092.5;63.81278943835295;134.0068578205412
2092.0;63.821853615183166;134.02589259188466
2091.5;63.83092094857084;134.0449339919988
