Depth (µm);Stopping Power (MeV·cm²/g);Dose (kGy)
19.766346720931303;53.553282606992596;112.46189347468444
19.813024026038;53.55921885990038;112.47435960579081
19.859696156856902;53.56515668206129;112.48682903232873
19.906363113167437;53.571096074151576;112.4993017557183
19.953024894748985;53.57703703684785;112.51177777738049
19.999681501380863;53.58297957082714;112.524257098737
20.04633293284232;53.58892367676695;112.5367397212106
20.092979188912548;53.59486935534514;112.54922564622478
20.13962026937068;53.60081660723999;112.56171487520398
20.18625617399579;53.606765433130235;112.5742074095735
20.23288690256688;53.61271583369498;112.58670325075946
20.279512454862896;53.618667809613754;112.59920240018889
20.32613283066273;53.62462136156652;112.61170485928969
20.372748029745203;53.63057649023364;112.62421062949066
20.419358051889077;53.63653319629594;112.63671971222149
20.46596289687305;53.64249148043459;112.64923210891264
20.512562564475775;53.64845134333121;112.66174782099554
20.559157054475822;53.65441278566786;112.67426684990252
20.6057463666517;53.660375808126986;112.68678919706667
20.65233050078188;53.66634041139146;112.69931486392207
20.698909456644742;53.67230659614458;112.71184385190362
20.74548323401863;53.67827436307006;112.72437616244713
20.792051832681807;53.68424371285202;112.73691179698925
20.838615252412485;53.69021464617505;112.74945075696762
20.88517349298881;53.69618716372408;112.76199304382058
20.931726554188867;53.70216126618454;112.77453865898754
20.97827443579068;53.70813695424223;112.78708760390867
21.02481713757221;53.71411422858338;112.79963988002511
21.071354659311357;53.72009308989465;112.81219548877876
21.11788700078596;53.7260735388631;112.82475443161252
21.164414161773795;53.732055576176265;112.83731670997017
21.210936142052574;53.73803920252207;112.84988232529633
21.25745294139995;53.744024418588815;112.8624512790365
21.303964559593517;53.75001122506533;112.87502357263719
21.350470996410795;53.755999622640736;112.88759920754556
21.396972251629254;53.761989612004704;112.90017818520988
21.4434683250263;53.76798119384727;112.91276050707928
21.48995921637927;53.77397436885888;112.92534617460365
21.536444925465446;53.779969137730426;112.9379351892339
21.58292545206204;53.78596550115323;112.95052755242179
21.62940079594621;53.79196345981904;112.96312326561998
21.675870956895054;53.79796301442002;112.97572233028205
21.722335934685596;53.80396416564875;112.98832474786238
21.768795729094805;53.809966914198256;113.00093051981635
21.815250339899585;53.81597126076199;113.01353964760018
21.861699766876782;53.82197720603382;113.02615213267103
21.908144009803173;53.827984750708055;113.03876797648692
21.954583068455477;53.833993895479416;113.0513871805068
22.00101694261035;53.840004641043066;113.06400974619044
22.047445632044383;53.84601698809458;113.07663567499863
22.09386913653411;53.852030937329985;113.08926496839297
22.140287455855997;53.85804648944571;113.101897627836
22.186700589786444;53.86406364513868;113.11453365479123
22.233108538101796;53.87008240510612;113.12717305072286
22.279511300578335;53.87610277004583;113.13981581709626
22.325908876992276;53.88212474065594;113.15246195537749
22.37230126711977;53.888148317635064;113.16511146703364
22.41868847073691;53.894173501682225;113.17776435353268
22.465070487619723;53.90020029349689;113.19042061634346
22.511447317544174;53.906228693778935;113.20308025693576
22.55781896028617;53.912258703228694;113.21574327678027
22.604185415621544;53.91829032254693;113.22840967734855
22.65054668332607;53.92432355243483;113.24107946011316
22.696902763175466;53.93035839359401;113.25375262654742
22.74325365494538;53.93639484672655;113.26642917812576
22.7895993584114;53.942432912534905;113.27910911632331
22.835939873349048;53.948472591722044;113.2917924426163
22.882275199533783;53.9545138849913;113.30447915848173
22.928605336741008;53.96055679304651;113.31716926539767
22.974930284746055;53.96660131659185;113.32986276484289
23.021250043324184;53.97264745633202;113.34255965829725
23.067564612250617;53.97869521297213;113.35525994724148
23.113873991300487;53.984744587217705;113.36796363315719
23.16017818024888;53.990795579774755;113.380670717527
23.206477178870813;53.99684819134968;113.39338120183433
23.252770986941236;54.002902422649306;113.40609508756354
23.299059604235044;54.00895827438099;113.41881237620008
23.345343030527058;54.0150157472524;113.43153306923004
23.391621265592047;54.021074841971746;113.44425716814068
23.437894309204705;54.027135559247625;113.45698467442001
23.48416216113967;54.033197899789094;113.4697155895571
23.53042482117151;54.03926186430562;113.48244991504181
23.576682289074736;54.04532745350716;113.49518765236505
23.622934564623794;54.05139466810407;113.50792880301856
23.66918164759306;54.05746350880718;113.52067336849508
23.71542353775686;54.06353397632773;113.53342135028824
23.761660234889433;54.06960607137741;113.54617274989256
23.807891738764976;54.07567979466835;113.55892756880354
23.854118049157616;54.08175514691313;113.57168580851757
23.900339165841412;54.087832128824815;113.5844474705321
23.946555088590358;54.09391074111682;113.59721255634533
23.992765817178395;54.09999098450309;113.60998106745647
24.038971351379384;54.10607285969794;113.62275300536568
24.085171690967133;54.112156367416205;113.63552837157404
24.13136683571538;54.118241508373096;113.64830716758351
24.177556785397805;54.124328283284335;113.6610893948971
24.22374153978802;54.13041669286603;113.67387505501867
24.269921098659573;54.13650673783474;113.68666414945298
24.316095461785945;54.14259841890755;113.69945667970586
24.362264628940558;54.148691736801894;113.71225264728398
24.408428599896766;54.154786692235675;113.72505205369494
24.45458737442786;54.160883285927284;113.73785490044729
24.500740952307066;54.16698151859552;113.7506611890506
24.546889333307547;54.17308139095966;113.7634709210153
24.593032517202396;54.17918290373939;113.77628409785272
24.63917050376465;54.185286057654906;113.7891007210753
24.68530329276728;54.19139085342677;113.80192079219623
24.73143088398318;54.19749729177606;113.81474431272973
24.77755327718519;54.203605373424274;113.82757128419098
24.823670472146098;54.209715099093415;113.84040170809618
24.8697824686386;54.215826469505814;113.85323558596222
24.915889266435347;54.22193948538438;113.86607291930721
24.961990865308916;54.22805414745242;113.87891370965009
25.008087265031822;54.23417045643368;113.89175795851075
25.054178465376513;54.240288413052376;113.90460566741
25.100264466115384;54.246408018033165;113.91745683786965
25.14634526702075;54.25252927210119;113.93031147141251
25.192420867864858;54.25865217598199;113.94316956956219
25.238491268419907;54.26477673040163;113.95603113384342
25.284556468458025;54.27090293608657;113.9688961657818
25.330616467751266;54.27703079376373;113.98176466690384
25.376671266071625;54.28316030416051;113.99463663873708
25.422720863191042;54.28929146800477;114.00751208281002
25.46876525888137;54.295424286024776;114.02039100065203
25.514804452914415;54.301558758949305;114.03327339379355
25.560838445061908;54.30769488750756;114.04615926376589
25.60686723509552;54.31383267242921;114.05904861210134
25.65289082278686;54.31997211444436;114.07194144033316
25.69890920790745;54.32611321428362;114.08483774999561
25.74492239022878;54.33225597267804;114.09773754262389
25.790930369522254;54.33840039035906;114.11064081975404
25.83693314555921;54.34454646805869;114.12354758292325
25.882930718110924;54.35069420650932;114.13645783366957
25.92892308694861;54.35684360644384;114.14937157353206
25.974910251843415;54.36299466859557;114.16228880405069
26.020892212566416;54.36914739369828;114.1752095267664
26.066868968888627;54.37530178248627;114.18813374322117
26.112840520580992;54.38145783569422;114.20106145495788
26.158806867414402;54.38761555405733;114.21399266352039
26.20476800915967;54.39377493831121;114.22692737045354
26.25072394558755;54.39993598919199;114.23986557730318
26.296674676468726;54.40609870743618;114.25280728561597
26.342620201573816;54.41226309378087;114.26575249693984
26.388560520673373;54.41842914896349;114.27870121282334
26.434495633537885;54.424596873722024;114.29165343481625
26.480425539937773;54.430766268794876;114.30460916446926
26.526350239643396;54.43693733492092;114.31756840333394
26.57226973242504;54.443110072839495;114.33053115296293
26.61818401805293;54.4492844832904;114.34349741490985
26.664093096297222;54.455460567013944;114.35646719072928
26.70999696692801;54.46163832475082;114.36944048197672
26.75589562971531;54.46781775724227;114.38241729020878
26.801789084429096;54.473998865229944;114.39539761698288
26.847677330839247;54.48018164945598;114.40838146385755
26.89356036871559;54.486366110662985;114.42136883239229
26.939438197827894;54.49255224959403;114.43435972414746
26.98531081794584;54.49874006699266;114.4473541406846
27.031178228839064;54.504929563602886;114.46035208356606
27.077040430277126;54.511120740169176;114.47335355435528
27.12289742202951;54.51731359743649;114.48635855461664
27.168749203865655;54.52350813615024;114.49936708591551
